id,origin,destination,algorithm,battery,obstacles_qty,distance,time_to_plan,distance_path,ratio,distance_to_objective,factibility,qty_wp,first_factible_route_found_time,exception
0,region_1,region_2,pfp,,1,2659.3086726939196,73.70647716522217,2767.655509916309,1.0407424825613163,17.53364307839986,verify,106,,
1,region_1,region_3,pfp,,0,2474.4834937401965,43.68467688560486,2568.048961325334,1.0378121203159503,13.36356939234125,verify,123,,
2,region_1,region_4,pfp,,0,2981.269234660517,62.772642850875854,3204.154346265016,1.0747618192322972,11.55645355743282,verify,142,,
3,region_1,region_5,pfp,,1,3855.5336870601086,108.7256588935852,4111.575301408563,1.0664088645387222,6.021783965983797,feasible,164,,
4,region_1,region_6,pfp,,1,3065.194324723351,80.58619737625122,3267.6698904809573,1.0660563554240172,15.304795862682997,verify,131,,
5,region_1,region_7,pfp,,0,2936.6059730759857,45.18051314353943,3008.24269736939,1.0243943943961837,15.952810341634112,verify,147,,
6,region_1,region_8,pfp,,0,2858.331468293537,46.512935638427734,2939.3739272663292,1.0283530653710977,13.667358582340023,verify,143,,
7,region_1,region_9,pfp,,1,4109.523952536792,123.00189924240112,4382.035418262024,1.066312173593005,8.5638359836117,feasible,174,,
8,region_1,region_10,pfp,,1,4415.50557701142,176.8865303993225,4650.666905987596,1.05325807540602,7.948323991585172,feasible,180,,
9,region_1,region_11,pfp,,1,4273.236076112515,156.21299481391907,4511.980262184648,1.0558696458187085,9.905986454945593,feasible,175,,
10,region_1,region_12,pfp,,1,4314.562375066643,169.99833846092224,4442.056605737446,1.0295497479437492,2.340804002800377,feasible,165,,
11,region_1,base_1,pfp,,1,2137.483524347259,41.60730814933777,802.5231101882114,0.3754523022268836,1456.4646835799242,verify,36,,
12,region_1,base_2,pfp,,0,2159.696321093774,49.32380175590515,838.4082373952428,0.38820654052447184,1459.1554255107656,verify,36,,
13,region_1,base_3,pfp,,1,4930.20661825206,247.2690577507019,5018.321353975361,1.0178724225060045,6.894439673664401,feasible,183,,
14,region_1,base_4,pfp,,0,3092.556923600707,76.73323726654053,3316.5876417200643,1.0724419060518102,18.591459258837343,verify,147,,
15,region_2,region_1,pfp,,1,2659.3086726939196,96.13951110839844,2785.3615861165044,1.0474006326218954,7.71671069761823,feasible,107,,
16,region_2,region_3,pfp,,0,1352.2457597527782,39.35124063491821,1441.3566330058038,1.0658984305259105,11.39023208288669,verify,66,,
17,region_2,region_4,pfp,,0,2627.3430832878053,59.69913649559021,2817.1232353077316,1.0722327256105584,13.556711977561422,verify,127,,
18,region_2,region_5,pfp,,0,1231.9841550149051,39.834837436676025,1324.591905500845,1.0751695954115736,8.531592111649916,feasible,58,,
19,region_2,region_6,pfp,,0,498.4185861427892,29.81377363204956,481.84717700536083,0.9667520241055358,18.75961907000082,verify,25,,
20,region_2,region_7,pfp,,0,1599.3739730348238,54.66421341896057,1713.1550989355028,1.0711410388183187,1.4542290322139582,feasible,70,,
21,region_2,region_8,pfp,,0,2002.1608175838523,55.666632413864136,2153.631696299598,1.075653702432623,15.380263710560767,verify,94,,
22,region_2,region_9,pfp,,0,1473.91840614736,49.29931974411011,1589.552361790872,1.0784534307742075,6.153740503657222,feasible,68,,
23,region_2,region_10,pfp,,0,1758.9541311251855,56.87482738494873,1862.3127077662655,1.058761382580774,8.506032187420427,feasible,74,,
24,region_2,region_11,pfp,,0,1618.0524555994743,55.93315291404724,1723.7414332728256,1.0653186349475885,6.533138955241182,feasible,69,,
25,region_2,region_12,pfp,,0,1665.333972557699,57.393733501434326,1664.6603930251115,0.9995955288586631,7.2582759197094715,feasible,60,,
26,region_2,base_1,pfp,,0,1835.586681589127,43.40804839134216,1961.5538946849256,1.0686250419875267,14.080058756686503,verify,89,,
27,region_2,base_2,pfp,,0,1779.2299227817448,45.54496622085571,1898.3744443942269,1.0669640950205048,16.52402376041564,verify,85,,
28,region_2,base_3,pfp,,0,2292.6606481557396,88.20487570762634,2331.579530704841,1.0169754222372196,11.610867786088104,verify,86,,
29,region_2,base_4,pfp,,0,1043.420809558083,42.014188289642334,1092.1190490360825,1.0466717157947276,4.768847168384788,feasible,42,,
30,region_3,region_1,pfp,,0,2474.4834937401965,46.48022961616516,2576.898550814093,1.041388458372416,3.967719394749514,feasible,124,,
31,region_3,region_2,pfp,,0,1352.2457597527782,40.45345091819763,1431.8325932215112,1.0588553026657546,18.734734231790593,verify,66,,
32,region_3,region_4,pfp,,0,1275.8924191562921,40.78633260726929,1375.4985944900754,1.078067847914364,2.241504627323539,feasible,62,,
33,region_3,region_5,pfp,,0,1922.0973499884026,64.95897769927979,2082.361327359679,1.083379740038788,7.729522846525482,feasible,88,,
34,region_3,region_6,pfp,,0,1307.9400753573977,36.98913311958313,1347.4817419618767,1.030232017008634,16.176875715117124,verify,65,,
35,region_3,region_7,pfp,,0,476.4879627239755,31.164177179336548,491.76089231596063,1.0320531278579907,10.156438639523511,verify,24,,
36,region_3,region_8,pfp,,0,679.041719724434,31.58534812927246,720.9498500383543,1.0617165766058192,4.346167352345071,feasible,29,,
37,region_3,region_9,pfp,,0,2164.767617554617,72.81388688087463,2313.1642904542678,1.0685508558499612,17.671206272310865,verify,96,,
38,region_3,region_10,pfp,,0,2537.3900193292898,87.81256651878357,2730.2323604110156,1.0760002757213887,19.15896141714403,verify,114,,
39,region_3,region_11,pfp,,0,2400.9515422350382,80.6012761592865,2583.2609137372083,1.0759321328628144,15.954293455197712,verify,109,,
40,region_3,region_12,pfp,,0,2627.784512048685,79.00796437263489,2829.327894707616,1.076697073802982,10.027798975435461,verify,125,,
