id,origin,destination,algorithm,battery,obstacles_qty,distance,time_to_plan,distance_path,ratio,distance_to_objective,factibility,qty_wp,first_factible_route_found_time,exception
0,region_1,region_2,rrt,,0,338.8250173021828,1.6916680335998535,388.2578511989366,1.1458948760346903,0.0,feasible,17,,
1,region_1,region_3,rrt,,3,655.2877719661308,2.6343109607696533,795.0137521769768,1.2132284260266464,0.0,feasible,33,,
2,region_1,region_4,rrt,,4,659.0128783355639,1.8008038997650146,723.2508700938915,1.0974760795579146,0.0,feasible,30,,
3,region_1,region_5,rrt,,7,697.4354471647061,1.7718615531921387,712.7377071821223,1.0219407546313062,0.0,feasible,30,,
4,region_1,region_6,rrt,,6,943.386637408425,2.3481357097625732,1115.924242370009,1.1828917202341998,0.0,feasible,46,,
5,region_1,base_1,rrt,,0,316.6454075722452,1.8604934215545654,353.37621940591936,1.1159998248996987,0.0,feasible,16,,
6,region_1,base_2,rrt,,2,439.8029760194451,1.6825919151306152,484.9145174014028,1.102572160357467,0.0,feasible,21,,
7,region_1,base_3,rrt,,5,1032.0383310752431,1.8272793292999268,1145.729141419104,1.110161422226838,0.0,feasible,47,,
8,region_2,region_1,rrt,,0,338.8250173021828,1.846595048904419,410.4128754194619,1.2112826812119162,0.0,feasible,18,,
9,region_2,region_3,rrt,,3,350.5722150443821,2.1950337886810303,352.7811379835137,1.0063009070437938,0.0,feasible,16,,
10,region_2,region_4,rrt,,3,411.8304954731966,1.9649474620819092,462.71212988620056,1.1235499434167462,0.0,feasible,20,,
11,region_2,region_5,rrt,,7,633.0413962569659,2.6684153079986572,804.7018951645751,1.2711678887393463,0.0,feasible,34,,
12,region_2,region_6,rrt,,5,788.3504002779168,1.8781318664550781,948.7300420578707,1.2034370017741036,0.0,feasible,39,,
13,region_2,base_1,rrt,,0,121.15525698733995,1.8473968505859375,165.38706118336393,1.3650836562597193,0.0,feasible,8,,
14,region_2,base_2,rrt,,3,561.6830281191778,1.687650442123413,608.5207201774351,1.0833881205474474,0.0,feasible,26,,
15,region_2,base_3,rrt,,6,852.9026076265086,1.7557437419891357,967.1373554063906,1.1339364503736,0.0,feasible,40,,
16,region_3,region_1,rrt,,3,655.2877719661308,1.7427656650543213,760.3455399634286,1.1603231015315327,0.0,feasible,32,,
17,region_3,region_2,rrt,,3,350.5722150443821,1.7402958869934082,394.6197064750694,1.1256445592104636,0.0,feasible,17,,
18,region_3,region_4,rrt,,2,153.28729205990834,1.7150425910949707,194.66600483325067,1.2699422255901718,0.0,feasible,9,,
19,region_3,region_5,rrt,,7,535.1691822549889,1.9733026027679443,701.4273399650551,1.3106646705804712,0.0,feasible,30,,
20,region_3,region_6,rrt,,1,550.8277417826804,1.8395533561706543,616.4532571037213,1.1191398151237857,0.0,feasible,26,,
21,region_3,base_1,rrt,,3,339.2394406545742,1.7511885166168213,399.63354528724176,1.178027957233201,0.0,feasible,17,,
22,region_3,base_2,rrt,,5,673.8451171985862,2.4701600074768066,1285.8606336563562,1.90824360203445,0.0,feasible,53,,
23,region_3,base_3,rrt,,2,581.7048850048186,1.5031969547271729,651.8860470687167,1.1206473658259148,0.0,feasible,28,,
24,region_4,region_1,rrt,,4,659.0128783355639,1.6852359771728516,720.9321928504286,1.0939576699491083,0.0,feasible,30,,
25,region_4,region_2,rrt,,3,411.8304954731966,1.9075121879577637,503.5523664920488,1.2227175307002534,0.0,feasible,22,,
26,region_4,region_3,rrt,,2,153.28729205990834,1.8930516242980957,179.56316022239352,1.171415828470738,0.0,feasible,9,,
27,region_4,region_5,rrt,,2,388.0135013250943,1.6213703155517578,488.52882727786306,1.2590511041742145,0.0,feasible,21,,
28,region_4,region_6,rrt,,2,407.6777086766563,1.5589940547943115,446.7244347324738,1.0957784181592005,0.0,feasible,19,,
29,region_4,base_1,rrt,,2,353.11597637796075,2.0411510467529297,450.138207996828,1.2747602434023508,0.0,feasible,20,,
30,region_4,base_2,rrt,,4,578.1423053352579,2.348644971847534,694.3997976932773,1.2010880215565665,0.0,feasible,29,,
31,region_4,base_3,rrt,,2,452.5572495284332,2.378704309463501,873.9727694362842,1.931187204153658,0.0,feasible,37,,
32,region_5,region_1,rrt,,7,697.4354471647061,1.7609374523162842,757.4349289103544,1.0860287242203777,0.0,feasible,32,,
33,region_5,region_2,rrt,,7,633.0413962569659,1.808312177658081,736.0542030333023,1.1627268096295573,0.0,feasible,31,,
34,region_5,region_3,rrt,,7,535.1691822549889,2.8678817749023438,782.4920811955216,1.4621396506772175,0.0,feasible,33,,
35,region_5,region_4,rrt,,2,388.0135013250943,1.7751915454864502,421.2935919850835,1.0857704449621863,0.0,feasible,18,,
36,region_5,region_6,rrt,,2,296.6697741154995,3.112401008605957,1007.9954098977386,3.3977017473485716,0.0,feasible,42,,
37,region_5,base_1,rrt,,4,518.3562552121417,2.3381145000457764,875.3057375921602,1.68861806680414,0.0,feasible,37,,
38,region_5,base_2,rrt,,4,361.6679050311063,2.2154390811920166,509.255642658235,1.4080752966300258,0.0,feasible,22,,
39,region_5,base_3,rrt,,2,403.00514327285606,2.0847866535186768,600.3172369789146,1.4896019244411174,0.0,feasible,26,,
40,region_6,region_1,rrt,,6,943.386637408425,2.394742012023926,1009.3350673358557,1.069906046272393,0.0,feasible,42,,
41,region_6,region_2,rrt,,5,788.3504002779168,2.075187921524048,848.6571388181907,1.0764973779667188,0.0,feasible,35,,
42,region_6,region_3,rrt,,1,550.8277417826804,2.0285589694976807,642.4702539658599,1.1663723615055965,0.0,feasible,27,,
43,region_6,region_4,rrt,,2,407.6777086766563,1.728325366973877,418.75499629842363,1.0271716784754428,0.0,feasible,18,,
44,region_6,region_5,rrt,,2,296.6697741154995,2.052769660949707,598.3090752921066,2.0167510393531796,0.0,feasible,25,,
45,region_6,base_1,rrt,,2,696.2439711888061,1.700972318649292,824.526808364749,1.184249835523754,0.0,feasible,34,,
46,region_6,base_2,rrt,,3,656.9573875005123,2.5005013942718506,899.1167524770633,1.3686074159206594,0.0,feasible,37,,
47,region_6,base_3,rrt,,0,106.96004500988776,1.81842041015625,106.96004500988775,0.9999999999999999,0.0,feasible,6,,
48,base_1,region_1,rrt,,0,316.6454075722452,1.746973991394043,395.48464772554644,1.2489827367394029,0.0,feasible,17,,
49,base_1,region_2,rrt,,0,121.15525698733995,1.8048129081726074,134.23013456973428,1.1079183677829232,0.0,feasible,7,,
50,base_1,region_3,rrt,,3,339.2394406545742,3.4977848529815674,474.2049268806383,1.3978472726097046,0.0,feasible,21,,
51,base_1,region_4,rrt,,2,353.11597637796075,1.8091459274291992,366.78425204383126,1.038707610474244,0.0,feasible,16,,
52,base_1,region_5,rrt,,4,518.3562552121417,2.637585163116455,656.3711962152155,1.2662549928071958,0.0,feasible,28,,
53,base_1,region_6,rrt,,2,696.2439711888061,1.9699716567993164,895.6540499999418,1.2864083382591474,0.0,feasible,38,,
54,base_1,base_2,rrt,,0,447.7308871610957,1.59926438331604,490.780413947876,1.09615045113314,0.0,feasible,21,,
55,base_1,base_3,rrt,,0,769.594910346969,1.7363862991333008,834.7465158148146,1.0846570118797594,0.0,feasible,35,,
56,base_2,region_1,rrt,,2,439.8029760194451,1.9364404678344727,524.5851187769248,1.1927730083248258,0.0,feasible,22,,
57,base_2,region_2,rrt,,3,561.6830281191778,2.196387767791748,585.0504792450575,1.041602558660401,0.0,feasible,25,,
58,base_2,region_3,rrt,,5,673.8451171985862,3.5586845874786377,893.0157625383748,1.3252537411726881,0.0,feasible,37,,
59,base_2,region_4,rrt,,4,578.1423053352579,2.433474063873291,720.5714294805904,1.2463565160877468,0.0,feasible,30,,
60,base_2,region_5,rrt,,4,361.6679050311063,1.4893407821655273,423.97442202549826,1.1722754939757045,0.0,feasible,18,,
61,base_2,region_6,rrt,,3,656.9573875005123,2.7322781085968018,797.3518873406434,1.2137041191884332,0.0,feasible,33,,
62,base_2,base_1,rrt,,0,447.7308871610957,1.6343083381652832,477.3583055192662,1.0661723798999607,0.0,feasible,21,,
63,base_2,base_3,rrt,,3,762.1250565055111,2.447584867477417,1086.828526585224,1.4260501177700944,0.0,feasible,45,,
64,base_3,region_1,rrt,,5,1032.0383310752431,2.2534756660461426,1216.0781513808674,1.1783265357148895,0.0,feasible,50,,
65,base_3,region_2,rrt,,6,852.9026076265086,1.8447916507720947,925.6161407695415,1.0852542042817561,0.0,feasible,39,,
66,base_3,region_3,rrt,,2,581.7048850048186,2.246309757232666,614.374286993131,1.0561614709287541,0.0,feasible,26,,
67,base_3,region_4,rrt,,2,452.5572495284332,1.919541835784912,546.9010606239667,1.2084682351102323,0.0,feasible,23,,
68,base_3,region_5,rrt,,2,403.00514327285606,1.8536968231201172,445.88607006222117,1.1064029268736464,0.0,feasible,20,,
69,base_3,region_6,rrt,,0,106.96004500988776,2.208815336227417,154.5252778961506,1.44470094306585,0.0,feasible,8,,
70,base_3,base_1,rrt,,0,769.594910346969,2.4000940322875977,997.2645164735804,1.295830446726795,0.0,feasible,41,,
71,base_3,base_2,rrt,,3,762.1250565055111,3.425626277923584,850.236551681505,1.1156129094875873,0.0,feasible,36,,
